Match_Index,Match_ID,Date,Season,Week,Home_Team,Away_Team,Home_Position,Away_Position,Strategy_Factor,Home_Score,Away_Score,Actual_Result,Bet_Side,AH_Handicap,AH_Odds,Implied_Probability_Percent,Bet_Amount,AH_Result,AH_Profit_USD,Running_Profit_USD
922,2024-12-22T16_00_00_000Z_Tottenham_Liverpool,2024-12-22T16:00:00.000Z,2024-2025,17,"Tottenham","Liverpool",11,1,10,3,6,AWAY_WIN,AWAY,-1,1.93,51.8,100,WIN,93.00,-890.00
924,2024-12-25T16_00_00_000Z_Nottingham_Forest_Tottenham,2024-12-25T16:00:00.000Z,2024-2025,18,"Nottingham Forest","Tottenham",4,11,7,1,0,HOME_WIN,HOME,0/-0.5,1.89,52.9,100,WIN,89.00,-801.00
927,2024-12-25T16_00_00_000Z_Manchester_City_Everton,2024-12-25T16:00:00.000Z,2024-2025,18,"Manchester City","Everton",9,15,6,1,1,DRAW,HOME,-1.5/-2,2.09,47.8,100,LOSE,-100.00,-901.00
928,2024-12-25T16_00_00_000Z_Bournemouth_Crystal_Palace,2024-12-25T16:00:00.000Z,2024-2025,18,"Bournemouth","Crystal Palace",6,16,10,0,0,DRAW,HOME,0/-0.5,1.84,54.3,100,PUSH,-50.00,-951.00
929,2024-12-26T16_00_00_000Z_Liverpool_Leicester,2024-12-26T16:00:00.000Z,2024-2025,18,"Liverpool","Leicester",1,17,16,3,1,HOME_WIN,HOME,-2.5/-3,1.77,56.5,100,LOSE,-100.00,-1051.00
931,2024-12-27T16_00_00_000Z_Brighton_Brentford,2024-12-27T16:00:00.000Z,2024-2025,18,"Brighton","Brentford",10,12,2,0,0,DRAW,HOME,-1,1.92,52.1,100,LOSE,-100.00,-1151.00
932,2024-12-27T16_00_00_000Z_Arsenal_Ipswich,2024-12-27T16:00:00.000Z,2024-2025,18,"Arsenal","Ipswich",4,19,15,1,0,HOME_WIN,HOME,-2/-2.5,1.94,51.5,100,LOSE,-100.00,-1251.00
934,2024-12-28T16_00_00_000Z_Leicester_Manchester_City,2024-12-28T16:00:00.000Z,2024-2025,19,"Leicester","Manchester City",18,7,11,0,2,AWAY_WIN,AWAY,-1.5/-2,1.82,54.9,100,PUSH,41.00,-1210.00
936,2024-12-28T16_00_00_000Z_Everton_Nottingham_Forest,2024-12-28T16:00:00.000Z,2024-2025,19,"Everton","Nottingham Forest",16,4,12,0,2,AWAY_WIN,AWAY,0,1.97,50.8,100,WIN,97.00,-1113.00
938,2024-12-29T16_00_00_000Z_West_Ham_Liverpool,2024-12-29T16:00:00.000Z,2024-2025,19,"West Ham","Liverpool",13,1,12,0,5,AWAY_WIN,AWAY,-1/-1.5,1.73,57.8,100,WIN,73.00,-1040.00
939,2024-12-30T16_00_00_000Z_Manchester_Utd_Newcastle,2024-12-30T16:00:00.000Z,2024-2025,19,"Manchester Utd","Newcastle",14,7,7,0,2,AWAY_WIN,AWAY,0,1.82,54.9,100,WIN,82.00,-958.00
940,2024-12-30T16_00_00_000Z_Ipswich_Chelsea,2024-12-30T16:00:00.000Z,2024-2025,19,"Ipswich","Chelsea",19,4,15,2,0,HOME_WIN,AWAY,-1/-1.5,1.75,57.1,100,LOSE,-100.00,-1058.00
943,2025-01-04T16_00_00_000Z_Fulham_Ipswich,2025-01-04T16:00:00.000Z,2024-2025,20,"Fulham","Ipswich",8,18,10,2,2,DRAW,HOME,-1,1.86,53.8,100,LOSE,-100.00,-1158.00
944,2025-01-05T16_00_00_000Z_Liverpool_Manchester_Utd,2025-01-05T16:00:00.000Z,2024-2025,20,"Liverpool","Manchester Utd",1,14,13,2,2,DRAW,HOME,-1.5/-2,2.14,46.7,100,LOSE,-100.00,-1258.00
945,2025-01-06T16_00_00_000Z_Wolves_Nottingham_Forest,2025-01-06T16:00:00.000Z,2024-2025,20,"Wolves","Nottingham Forest",17,3,14,0,3,AWAY_WIN,AWAY,0/-0.5,1.67,59.9,100,WIN,67.00,-1191.00
946,2025-01-14T16_00_00_000Z_West_Ham_Fulham,2025-01-14T16:00:00.000Z,2024-2025,21,"West Ham","Fulham",14,8,6,3,2,HOME_WIN,AWAY,0/-0.5,2.04,49.0,100,LOSE,-100.00,-1291.00
948,2025-01-14T16_00_00_000Z_Brentford_Manchester_City,2025-01-14T16:00:00.000Z,2024-2025,21,"Brentford","Manchester City",13,6,7,2,2,DRAW,AWAY,-1,1.90,52.6,100,LOSE,-100.00,-1391.00
950,2025-01-15T16_00_00_000Z_Arsenal_Tottenham,2025-01-15T16:00:00.000Z,2024-2025,21,"Arsenal","Tottenham",3,13,10,2,1,HOME_WIN,HOME,-1/-1.5,1.85,54.1,100,PUSH,-50.00,-1441.00
951,2025-01-15T16_00_00_000Z_Everton_Aston_Villa,2025-01-15T16:00:00.000Z,2024-2025,21,"Everton","Aston Villa",16,9,7,0,1,AWAY_WIN,AWAY,0/-0.5,1.92,52.1,100,WIN,92.00,-1349.00
953,2025-01-15T16_00_00_000Z_Newcastle_Wolves,2025-01-15T16:00:00.000Z,2024-2025,21,"Newcastle","Wolves",5,17,12,3,0,HOME_WIN,HOME,-1/-1.5,1.75,57.1,100,WIN,75.00,-1274.00
954,2025-01-16T16_00_00_000Z_Ipswich_Brighton,2025-01-16T16:00:00.000Z,2024-2025,21,"Ipswich","Brighton",17,10,7,0,2,AWAY_WIN,AWAY,0/-0.5,1.75,57.1,100,WIN,75.00,-1199.00
957,2025-01-17T16_00_00_000Z_Brentford_Liverpool,2025-01-17T16:00:00.000Z,2024-2025,22,"Brentford","Liverpool",14,1,13,0,2,AWAY_WIN,AWAY,-1/-1.5,1.89,52.9,100,WIN,89.00,-1110.00
958,2025-01-17T16_00_00_000Z_Leicester_Fulham,2025-01-17T16:00:00.000Z,2024-2025,22,"Leicester","Fulham",19,10,9,0,2,AWAY_WIN,AWAY,-0.5/-1,2.03,49.3,100,WIN,103.00,-1007.00
962,2025-01-18T16_00_00_000Z_Manchester_Utd_Brighton,2025-01-18T16:00:00.000Z,2024-2025,22,"Manchester Utd","Brighton",11,10,1,1,3,AWAY_WIN,AWAY,0/+0.5,1.93,51.8,100,WIN,93.00,-914.00
963,2025-01-18T16_00_00_000Z_Nottingham_Forest_Southampton,2025-01-18T16:00:00.000Z,2024-2025,22,"Nottingham Forest","Southampton",3,20,17,3,2,HOME_WIN,HOME,-1/-1.5,1.78,56.2,100,PUSH,-50.00,-964.00
964,2025-01-19T16_00_00_000Z_Ipswich_Manchester_City,2025-01-19T16:00:00.000Z,2024-2025,22,"Ipswich","Manchester City",18,10,8,0,6,AWAY_WIN,AWAY,-1/-1.5,1.75,57.1,100,WIN,75.00,-889.00
965,2025-01-20T16_00_00_000Z_Chelsea_Wolves,2025-01-20T16:00:00.000Z,2024-2025,22,"Chelsea","Wolves",4,17,13,3,1,HOME_WIN,HOME,-1/-1.5,1.81,55.2,100,WIN,81.00,-808.00
966,2025-01-24T16_00_00_000Z_Wolves_Arsenal,2025-01-24T16:00:00.000Z,2024-2025,23,"Wolves","Arsenal",17,3,14,0,1,AWAY_WIN,AWAY,-1,2.02,49.5,100,PUSH,0.00,-808.00
968,2025-01-24T16_00_00_000Z_Liverpool_Ipswich,2025-01-24T16:00:00.000Z,2024-2025,23,"Liverpool","Ipswich",1,18,17,4,1,HOME_WIN,HOME,-2.5/-3,2.02,49.5,100,PUSH,51.00,-757.00
969,2025-01-24T16_00_00_000Z_Southampton_Newcastle,2025-01-24T16:00:00.000Z,2024-2025,23,"Southampton","Newcastle",20,7,13,1,3,AWAY_WIN,AWAY,-1/-1.5,1.83,54.6,100,WIN,83.00,-674.00
970,2025-01-24T16_00_00_000Z_Brighton_Everton,2025-01-24T16:00:00.000Z,2024-2025,23,"Brighton","Everton",8,16,8,0,1,AWAY_WIN,HOME,-0.5/-1,1.91,52.4,100,LOSE,-100.00,-774.00
974,2025-01-26T16_00_00_000Z_Aston_Villa_West_Ham,2025-01-26T16:00:00.000Z,2024-2025,23,"Aston Villa","West Ham",10,14,4,1,1,DRAW,HOME,-1/-1.5,2.04,49.0,100,LOSE,-100.00,-874.00
975,2025-01-26T16_00_00_000Z_Fulham_Manchester_Utd,2025-01-26T16:00:00.000Z,2024-2025,23,"Fulham","Manchester Utd",10,14,4,0,1,AWAY_WIN,HOME,0/-0.5,2.00,50.0,100,LOSE,-100.00,-974.00
981,2025-02-01T16_00_00_000Z_Wolves_Aston_Villa,2025-02-01T16:00:00.000Z,2024-2025,24,"Wolves","Aston Villa",18,9,9,2,0,HOME_WIN,AWAY,0/-0.5,1.98,50.5,100,LOSE,-100.00,-1074.00
985,2025-02-03T16_00_00_000Z_Chelsea_West_Ham,2025-02-03T16:00:00.000Z,2024-2025,24,"Chelsea","West Ham",4,15,11,2,1,HOME_WIN,HOME,-1.5/-2,1.88,53.2,100,LOSE,-100.00,-1174.00
