Match_Index,Match_ID,Date,Season,Week,Home_Team,Away_Team,Home_Position,Away_Position,Strategy_Factor,Home_Score,Away_Score,Actual_Result,Bet_Side,AH_Handicap,AH_Odds,Implied_Probability_Percent,Bet_Amount,AH_Result,AH_Profit_USD,Running_Profit_USD
751,2024-05-18T16_00_00_000Z_Burnley_Nottingham_Forest,2024-05-18T16:00:00.000Z,2024-2025,38,"Burnley","Nottingham Forest",19,17,2,1,2,AWAY_WIN,AWAY,0/-0.5,1.95,51.3,100,WIN,95.00,-398.50
752,2024-05-18T16_00_00_000Z_Luton_Fulham,2024-05-18T16:00:00.000Z,2024-2025,38,"Luton","Fulham",18,15,1,2,4,AWAY_WIN,AWAY,0/-0.5,1.91,52.4,100,WIN,91.00,-307.50
753,2024-05-18T16_00_00_000Z_Sheff_Utd_Tottenham,2024-05-18T16:00:00.000Z,2024-2025,38,"Sheff Utd","Tottenham",20,6,3,0,3,AWAY_WIN,AWAY,-1.5/-2,2.02,49.5,100,WIN,102.00,-205.50
988,2025-02-14T16_00_00_000Z_Aston_Villa_Ipswich,2025-02-14T16:00:00.000Z,2024-2025,25,"Aston Villa","Ipswich",10,19,2,1,1,DRAW,HOME,-1/-1.5,1.87,53.5,100,LOSE,-100.00,-305.50
990,2025-02-14T16_00_00_000Z_Southampton_Bournemouth,2025-02-14T16:00:00.000Z,2024-2025,25,"Southampton","Bournemouth",20,8,3,1,3,AWAY_WIN,AWAY,-1/-1.5,2.00,50.0,100,WIN,100.00,-205.50
991,2025-02-14T16_00_00_000Z_Leicester_Arsenal,2025-02-14T16:00:00.000Z,2024-2025,25,"Leicester","Arsenal",18,2,1,0,2,AWAY_WIN,AWAY,-1.5/-2,2.14,46.7,100,PUSH,57.00,-148.50
998,2025-02-21T16_00_00_000Z_Leicester_Brentford,2025-02-21T16:00:00.000Z,2024-2025,26,"Leicester","Brentford",19,11,2,0,4,AWAY_WIN,AWAY,0/-0.5,1.72,58.1,100,WIN,72.00,-76.50
1000,2025-02-21T16_00_00_000Z_Southampton_Brighton,2025-02-21T16:00:00.000Z,2024-2025,26,"Southampton","Brighton",20,9,3,0,4,AWAY_WIN,AWAY,-1,1.82,54.9,100,WIN,82.00,5.50
1004,2025-02-21T16_00_00_000Z_Ipswich_Tottenham,2025-02-21T16:00:00.000Z,2024-2025,26,"Ipswich","Tottenham",18,14,1,1,4,AWAY_WIN,AWAY,-0.5/-1,2.23,44.8,100,WIN,123.00,128.50
1009,2025-02-25T16_00_00_000Z_Chelsea_Southampton,2025-02-25T16:00:00.000Z,2024-2025,27,"Chelsea","Southampton",5,20,3,4,0,HOME_WIN,HOME,-2/-2.5,1.82,54.9,100,WIN,82.00,210.50
1016,2025-02-26T16_00_00_000Z_Manchester_Utd_Ipswich,2025-02-26T16:00:00.000Z,2024-2025,27,"Manchester Utd","Ipswich",15,18,1,3,2,HOME_WIN,HOME,-1/-1.5,2.02,49.5,100,PUSH,-50.00,160.50
1017,2025-02-27T16_00_00_000Z_West_Ham_Leicester,2025-02-27T16:00:00.000Z,2024-2025,27,"West Ham","Leicester",16,19,2,2,0,HOME_WIN,HOME,-0.5/-1,1.92,52.1,100,WIN,92.00,252.50
1019,2025-03-07T16_00_00_000Z_Liverpool_Southampton,2025-03-07T16:00:00.000Z,2024-2025,28,"Liverpool","Southampton",1,20,3,3,1,HOME_WIN,HOME,-2.5/-3,1.98,50.5,100,LOSE,-100.00,152.50
1021,2025-03-07T16_00_00_000Z_Crystal_Palace_Ipswich,2025-03-07T16:00:00.000Z,2024-2025,28,"Crystal Palace","Ipswich",12,18,1,1,0,HOME_WIN,HOME,-1,1.91,52.4,100,PUSH,0.00,152.50
